entity_id,country,location_name,year_month,year,month,monthly_precip_mm,monthly_nasa_precip_mm,monthly_open_meteo_precip_mm,mean_daily_source_abs_diff_mm,rainy_days,heavy_rain_days,monthly_source_bias_mm
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-02-01,2021,2,193.785,185.47,202.1,2.945357142857143,24,1,-16.629999999999995
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-03-01,2021,3,202.185,169.77,234.6,4.380967741935484,26,1,-64.82999999999998
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-04-01,2021,4,134.485,95.17,173.8,3.6456666666666666,21,1,-78.63000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-05-01,2021,5,390.78000000000003,413.66,367.9,7.361290322580645,28,7,45.76000000000005
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-06-01,2021,6,211.155,205.31,217.0,4.382333333333333,25,1,-11.689999999999998
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-07-01,2021,7,268.34,308.98,227.7,6.22,26,3,81.28000000000003
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-08-01,2021,8,577.0,488.2,665.8,16.78838709677419,28,13,-177.59999999999997
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-09-01,2021,9,337.745,344.59,330.9,9.721666666666668,25,7,13.689999999999998
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-10-01,2021,10,466.135,436.07,496.2,15.173870967741935,27,8,-60.129999999999995
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-11-01,2021,11,316.065,317.43,314.7,7.791,29,4,2.730000000000018
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2021-12-01,2021,12,280.36,275.12,285.6,6.82,30,3,-10.480000000000018
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-01-01,2022,1,282.215,276.43,288.0,5.377096774193548,30,2,-11.569999999999993
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-02-01,2022,2,213.09,169.08,257.1,6.872142857142857,26,4,-88.02000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-03-01,2022,3,335.61,330.62,340.6,8.804516129032258,30,3,-9.980000000000018
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-04-01,2022,4,278.84000000000003,339.18,218.5,6.803333333333334,24,4,120.68
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-05-01,2022,5,267.74,275.48,260.0,6.491612903225806,21,2,15.480000000000018
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-06-01,2022,6,312.695,303.09000000000003,322.3,10.633000000000001,30,2,-19.20999999999998
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-07-01,2022,7,232.81,274.72,190.9,5.774193548387097,25,3,83.82000000000002
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-08-01,2022,8,308.655,269.41,347.90000000000003,8.136451612903226,30,5,-78.49000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-09-01,2022,9,334.805,319.71,349.90000000000003,6.659666666666666,28,5,-30.190000000000055
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-10-01,2022,10,571.4,512.5,630.3,12.350967741935484,31,11,-117.79999999999995
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-11-01,2022,11,326.105,297.61,354.6,9.539666666666667,30,4,-56.99000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2022-12-01,2022,12,436.325,427.25,445.4,10.794516129032258,31,10,-18.149999999999977
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-01-01,2023,1,416.435,389.17,443.70000000000005,9.76741935483871,29,7,-54.53000000000003
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-02-01,2023,2,207.29,210.18,204.4,5.548571428571428,27,1,5.780000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-03-01,2023,3,230.905,179.21,282.6,6.63516129032258,29,2,-103.39000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-04-01,2023,4,173.14000000000001,136.38,209.9,5.3020000000000005,28,0,-73.52000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-05-01,2023,5,207.19,175.38,239.0,4.329032258064516,27,3,-63.620000000000005
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-06-01,2023,6,174.675,130.35,219.0,5.489,25,0,-88.65
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-07-01,2023,7,372.775,379.15,366.4,8.980322580645161,26,6,12.75
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-08-01,2023,8,156.88,137.16,176.6,3.7451612903225806,25,0,-39.44
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-09-01,2023,9,357.165,424.43,289.9,7.382333333333333,28,7,134.53000000000003
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-10-01,2023,10,284.59,216.58,352.6,9.238709677419356,31,1,-136.02
SEA_BN_BANDAR_SERI_BEGAWAN,Brunei,Bandar Seri Begawan,2023-11-01,2023,11,345.54,291.48,399.6,8.772666666666668,30,3,-108.12
